부도확률(PD),부도_시_손실확률(LGD),부도_시_손실금액(EAD)(단위:십억원),기대신용손실(ECL)(단위:십억원),TIME_x,YEAR,경제성장률,실업률,기준금리,현재경기판단CSI,기업부도율,TIME_y,경제지표_반영된_부도확률(PD),경제지표_반영된_부도_시_손실확률(LGD),경제지표_반영된_부도_시_손실금액(EAD)(단위:십억원),경제지표_반영된_기대신용손실(Updated_ECL)(단위:십억원)
0.0175,0.1615,1730.0,4.889412500000001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.027524000000000003,0.2944468,3163.997,25.642150867143634
0.0125,0.8635,21470.0,231.74181250000004,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.01966,1.5743332,39266.483,1215.352257219106
0.0275,0.0172,8.0,0.003784,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.043252,0.03135904,14.6312,0.019844899337348097
0.0296,0.6631,1306.7,25.647593992,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.04655488,1.20896392,2389.82363,134.50685016290004
0.0375,0.2695,0.02,0.00020212500000000002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05898,0.4913524,0.036578,0.001060029143383056
0.0175,0.4976,0.29,0.00252532,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.027524000000000003,0.90722432,0.530381,0.013243848095822382
0.0125,0.8574,134.0,1.4361450000000002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.01966,1.56321168,245.0726,7.531752896098251
0.0275,0.9481,0.06,0.001564365,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.043252,1.72857592,0.109734,0.008204192904828371
0.0296,0.1256,36849.0,136.99573823999998,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.04655488,0.22899391999999996,67393.1361,718.4636984721164
0.0375,0.3665,476698.8,6551.629132499999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05898,0.6682028,871834.4353199999,34359.51919400098
0.0175,0.9774,12937.0,221.28091650000002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.027524000000000003,1.78199568,23660.4793,1160.4908861571432
0.0125,0.3808,1842.0,8.76792,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.01966,0.69427456,3368.8338,45.98268757873179
0.0275,0.0406,23834.9,26.611665849999998,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041954000000000005,0.0709079,41780.19621000001,124.29065382839791
0.028900000000000002,0.5467,11.0,0.17379593,2013,2013,0.033,0.031,2.5,,0.03,2013,0.044089840000000005,0.95481155,19.2819,0.8117195629229829
0.0375,0.8956,515.3,17.306350499999997,2013,2013,0.033,0.031,2.5,,0.03,2013,0.05721,1.5641653999999998,903.26937,80.82987480576757
0.0175,0.2387,0.03,0.00012531750000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.026698000000000003,0.41688955,0.052587,0.0005852994735066634
0.0125,0.4115,0.11,0.0005658125,2013,2013,0.033,0.031,2.5,,0.03,2013,0.019070000000000004,0.71868475,0.19281900000000002,0.0026426457466314683
0.0275,0.2686,123.0,0.9085394999999999,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041954000000000005,0.46910989999999997,215.60670000000002,4.24336338508195
0.028900000000000002,0.4049,0.02,0.00023403220000000003,2013,2013,0.033,0.031,2.5,,0.03,2013,0.044089840000000005,0.70715785,0.035058000000000006,0.0010930550277782924
0.0375,0.0832,33413.0,104.24856,2013,2013,0.033,0.031,2.5,,0.03,2013,0.05721,0.1453088,58569.6477,486.8963016484353
0.0175,0.7481,444226.8,5815.7062089,2013,2013,0.033,0.031,2.5,,0.03,2013,0.026698000000000003,1.3065566499999999,778685.15772,27162.44564517009
0.0125,0.2643,13295.0,43.92335625,2013,2013,0.033,0.031,2.5,,0.03,2013,0.019070000000000004,0.4615999499999999,23304.805500000002,205.14546881138398
0.0275,0.4237,1591.0,18.53793425,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041954000000000005,0.73999205,2788.8639000000003,86.58202690307533
0.028900000000000002,0.7525,21153.7,460.034802325,2013,2013,0.033,0.031,2.5,,0.03,2013,0.044089840000000005,1.3142412499999998,37080.32073000001,2148.6075575682926
0.0375,0.4324,8.0,0.12972,2013,2013,0.033,0.031,2.5,,0.03,2013,0.05721,0.7551866,14.023200000000001,0.6058614934329553
0.0175,0.7484,911.7,11.940534900000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.026698000000000003,1.3070806,1598.11893,55.76865793171695
0.0125,0.7424,0.02,0.0001856,2013,2013,0.033,0.031,2.5,,0.03,2013,0.019070000000000004,1.2966015999999998,0.035058000000000006,0.0008668508570856962
0.0275,0.4071,0.21,0.0023510024999999998,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041954000000000005,0.71100015,0.368109,0.010980433901592751
0.027000000000000003,1.0,109.0,2.9430000000000005,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041191200000000004,1.7465,191.0661,13.745377545275883
0.0375,0.9223,0.04,0.00138345,2013,2013,0.033,0.031,2.5,,0.03,2013,0.05721,1.61079695,0.07011600000000001,0.006461448374112102
0.0175,0.068,30930.0,36.806700000000006,2013,2013,0.033,0.031,2.5,,0.03,2013,0.026698000000000003,0.118762,54217.19700000001,171.90689354254363
0.0125,0.3107,411441.2,1597.9347605,2013,2013,0.033,0.031,2.5,,0.03,2013,0.019070000000000004,0.5426375499999999,721215.27948,7463.206447771829
0.01,0.8103,13302.0,107.78610600000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.41518895,23317.075800000002,503.41852568981506
0.005,0.3521,1473.0,2.5932165,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,0.61494265,2582.0217000000002,12.111702293285393
0.01,0.8541,19592.4,167.33868840000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.49168565,34343.517960000005,781.5608052970703
0.01,0.8076,6.0,0.048456,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.4104733999999999,10.5174,0.22631532936931295
0.01,0.5416,331.5,1.795404,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.9459043999999999,581.08635,8.385492975296804
0.025,0.0,0.02,0.0,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.0,0.035058000000000006,0.0
0.027000000000000003,0.3004,0.08,0.0006488640000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041191200000000004,0.5246486,0.14023200000000002,0.0030305404877804592
0.035,0.9461,96.0,3.1788960000000004,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,1.65236365,168.2784,14.847137511779586
0.015,0.2195,0.02,6.585e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,0.38335674999999997,0.035058000000000006,0.00030755457402528605
0.0125,0.5731,34624.0,248.03768000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.019070000000000004,1.00091915,60692.409600000006,1158.4680791893732
0.01,0.3901,432085.1,1685.5639750999999,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.68130965,757401.97179,7872.481554354567
0.005,0.0617,12479.0,3.8497715,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,0.10775905,21874.439100000003,17.980483428658868
0.01,0.5048,1574.0,7.945552000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.8816332,2759.0646,37.10995992036081
0.01,0.5383,19640.2,105.7231966,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.94014095,34427.306580000004,493.78364001373683
0.01,0.4407,8.0,0.035256,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.76968255,14.023200000000001,0.16466429858520099
0.025,0.4687,189.7,2.22280975,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.81858455,332.52513,10.381705479126843
0.027000000000000003,0.6993,0.02,0.0003776220000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.041191200000000004,1.22132745,0.035058000000000006,0.00176369587475439
0.035,0.8212,0.04,0.0011496800000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,1.4342258,0.07011600000000001,0.005369617959990751
0.015,0.3202,103.0,0.494709,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,0.5592292999999999,180.54870000000003,2.310554529407369
0.0125,0.9595,0.01,0.00011993750000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.019070000000000004,1.67576675,0.017529000000000003,0.0005601720079295027
0.01,0.3181,33186.0,105.56466599999999,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.55556165,58171.739400000006,493.04321767276537
0.005,0.9353,408959.5,1912.4991017500001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,1.63350145,716865.1075500001,8932.389469437561
0.01,0.461,12323.0,56.80903000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.8051365,21600.9867,265.3284285867835
0.01,0.0527,1659.0,0.874293,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.09204054999999998,2908.0611000000004,4.083413989191942
0.01,0.7516,20448.0,153.687168,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.3126694,35843.2992,717.8009337493178
0.025,0.0798,7.0,0.013964999999999998,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.1393707,12.2703,0.0652239882500094
0.0268,0.4722,224.9,2.8461005040000003,2013,2013,0.033,0.031,2.5,,0.03,2013,0.040886080000000005,0.8246973,394.22721,13.292805286877327
0.035,0.1228,0.02,8.596000000000001e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,0.2144702,0.035058000000000006,0.0004014789853183537
0.015,0.208,0.05,0.000156,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,0.363272,0.08764500000000001,0.0007286030910849602
0.01,0.6251,97.0,0.606347,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.09173715,170.03130000000002,2.8319634517313603
0.005,0.8651,0.01,4.3255000000000005e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,1.51089715,0.017529000000000003,0.00020202388913384583
0.01,0.9476,31397.0,297.517972,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.6549833999999999,55035.80130000001,1389.5673977726192
0.01,0.9003,394876.6,3555.0740298,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.57237395,692179.19214,16604.089276590676
0.01,0.0234,12577.0,2.9430180000000004,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.0408681,22046.2233,13.745461614863313
0.025,0.1135,1570.0,4.454875,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.19822775,2752.0530000000003,20.806639073058413
0.0268,0.3227,19743.8,170.751490168,2013,2013,0.033,0.031,2.5,,0.03,2013,0.040886080000000005,0.56359555,34608.90702,797.5004073318458
0.035,0.6222,7.0,0.15243900000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,1.0866722999999998,12.2703,0.7119713243711553
0.015,0.9882,191.6,2.8400868,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,1.7258912999999998,335.85564,13.264718086087132
0.01,0.3544,0.02,7.088e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.6189595999999999,0.035058000000000006,0.00033104735318014084
0.005,0.5177,0.05,0.00012942500000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,0.9041630500000001,0.08764500000000001,0.0006044836863055832
0.01,0.1791,118.0,0.211338,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.31279815,206.84220000000002,0.9870610260494441
0.01,0.8898,0.01,8.898000000000002e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.5540357,0.017529000000000003,0.0004155839938765369
0.01,0.4456,31366.0,139.766896,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.7782403999999999,54981.46140000001,652.7858490830138
0.025,0.5318,432055.7,5744.180531500001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.9287887,757350.4365300001,26828.382634621474
0.0268,0.0739,13775.0,27.281662999999998,2013,2013,0.033,0.031,2.5,,0.03,2013,0.040886080000000005,0.12906635,24146.197500000002,127.41989738293708
0.035,0.0719,1426.0,3.5885290000000007,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,0.12557335,2499.6354,16.760341806718085
0.015,0.2453,19638.9,72.26133254999999,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,0.42841644999999995,34425.02781000001,337.4989119349246
0.01,0.5103,8.0,0.040824,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.89123895,14.023200000000001,0.19066982429777185
0.005,0.8133,376.1,1.52941065,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,1.42042845,659.2656900000001,7.143162353386269
0.01,0.0078,0.02,1.56e-06,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.0136227,0.035058000000000006,7.286030910849601e-06
0.01,0.095,0.09,8.549999999999999e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.1659175,0.157761,0.00039933054030618005
0.01,0.5601,130.0,0.7281300000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.9782146500000001,227.877,3.400754927639051
0.025,0.4803,0.02,0.00024015,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.83884395,0.035058000000000006,0.0011216284123336743
0.026699999999999998,0.4264,29719.0,338.34724872,2013,2013,0.033,0.031,2.5,,0.03,2013,0.04073352,0.7447076,52094.4351,1580.2618671633577
0.035,0.4188,442733.6,6489.5891088,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,0.7314342,776067.72744,30309.837721429307
0.015,0.9759,14898.0,218.08437299999997,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,1.70440935,26114.7042,1018.5701813149063
0.01,0.4324,1351.0,5.841724000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.7551866,2368.1679000000004,27.283962587597422
0.005,0.4272,20124.3,42.98550480000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,0.7461048,35275.88547,200.76520300722683
0.01,0.0828,7.0,0.005796,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.1446102,12.2703,0.02707040715338736
0.01,0.0158,400.2,0.0632316,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.027594700000000003,701.51058,0.2953252513733831
0.01,0.7579,0.02,0.00015158,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.32367235,0.035058000000000006,0.0007079593368375529
0.025,0.2841,0.09,0.0006392250000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.49618065,0.157761,0.002985521223710152
0.026699999999999998,0.7501,128.0,2.5635417599999997,2013,2013,0.033,0.031,2.5,,0.03,2013,0.04073352,1.3100496499999998,224.37120000000002,11.973105451675504
0.035,0.5342,0.02,0.00037394000000000007,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,0.9329803,0.035058000000000006,0.0017464989735917309
0.015,0.956,30349.0,435.20465999999993,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,1.669654,53198.76210000001,2032.637567503712
0.01,0.3655,386907.9,1414.1483745,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.6383457499999999,678210.8579100001,6604.826134060716
0.005,0.4144,12749.0,26.415928,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,0.7237496,22347.722100000003,123.37645381203684
0.01,0.4908,1518.0,7.450344,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.8571822,2660.9022,34.7970747951685
0.01,0.3139,19345.4,60.72521060000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.54822635,33910.551660000005,283.619077884264
0.01,0.35,9.0,0.0315,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.6112749999999999,15.776100000000001,0.14712177800754
0.025,0.5344,382.4,5.108864,2013,2013,0.033,0.031,2.5,,0.03,2013,0.03814000000000001,0.9333296,670.30896,23.86111604059406
0.026699999999999998,0.121,0.03,9.692099999999999e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,0.04073352,0.2113265,0.052587,0.00045267269353234244
0.035,0.2271,0.1,0.0007948500000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.053396000000000006,0.39663014999999996,0.17529000000000003,0.003712372865056927
0.015,0.5538,103.0,0.8556209999999999,2013,2013,0.033,0.031,2.5,,0.03,2013,0.022884,0.9672116999999999,180.54870000000003,3.996205803828235
0.01,1.0,0.02,0.0002,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.7465,0.035058000000000006,0.0009341065270320002
0.005,0.0268,28246.0,3.784964,2013,2013,0.033,0.031,2.5,,0.03,2013,0.007628,0.0468062,49512.413400000005,17.677797884905736
0.01,0.2465,387009.4,953.9781710000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.43051225,678388.7772600001,4455.586180885748
0.01,0.6572,13702.0,90.04954400000001,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,1.1477998,24018.235800000002,420.57933403327644
0.01,0.182,1345.0,2.4479,2013,2013,0.033,0.031,2.5,,0.03,2013,0.015256,0.317863,2357.6505,11.432996837608165
0.025,0.2091,18429.0,96.3375975,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,0.33395361,29556.430200000003,352.07989903798784
0.026699999999999998,0.3767,6.0,0.060347339999999985,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03809556,0.60162757,9.622800000000002,0.2205482171632018
0.035,0.0304,216.1,0.2299304,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,0.04855184,346.58118,0.8403144163706612
0.015,0.8667,0.02,0.00026001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,1.38420657,0.032076,0.0009502447323213267
0.01,0.7754,0.06,0.00046523999999999996,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.23839134,0.09622800000000001,0.0017002879091772398
0.005,0.1124,94.0,0.052828,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.17951403999999999,150.7572,0.19306768477778183
0.01,0.8305,0.01,8.305e-05,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.32639155,0.016038,0.00030351842244254526
0.01,0.4164,28451.0,118.469964,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.66503244,45629.713800000005,432.96588296333687
0.01,0.8962,380414.2,3409.2720604,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.43132102,610108.29396,12459.685459964527
0.025,0.7328,13371.0,244.95672,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,1.1703548799999999,21444.4098,895.2303097062041
0.026699999999999998,0.0265,1355.0,0.9587302499999999,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03809556,0.04232315,2173.1490000000003,3.503820506055954
0.035,0.9065,18115.0,574.7436625,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,1.44777115,29052.837000000003,2100.4851264401045
0.015,0.5279,7.0,0.0554295,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,0.84310909,11.226600000000001,0.20257524860661125
0.01,0.7472,338.2,2.5270303999999997,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.1933531199999998,542.40516,9.235403738378736
0.005,0.0318,0.02,3.1800000000000005e-06,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.050787780000000005,0.032076,1.1621777042351522e-05
0.01,0.2119,0.09,0.00019071000000000002,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.33842549,0.144342,0.0006969777043229115
0.01,0.0301,90.0,0.02709,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.04807271,144.342,0.09900438367210777
0.01,0.0511,0.01,5.109999999999999e-06,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.08161180999999999,0.016038,1.867524549887304e-05
0.025,0.9601,26673.0,640.2186825,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,1.5333757099999998,42778.157400000004,2339.7732032588165
0.026699999999999998,0.0337,372177.5,334.88159272499996,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03809556,0.05382227,596898.2745,1223.8739642256344
0.035,0.9268,13954.0,452.639852,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,1.4801922799999998,22379.4252,1654.2388177443368
0.015,0.6075,1334.0,12.156075000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,0.9702382500000001,2139.4692,44.42616143399474
0.01,0.3258,18608.9,60.627796200000006,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.52033518,29844.953820000006,221.57318553632922
0.005,0.539,10.0,0.02695,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.8608369,16.038,0.0984927331104948
0.01,0.1678,535.2,0.8980656000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.26799338,858.3537600000001,3.282112632894857
0.01,0.6025,0.04,0.00024100000000000003,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.96225275,0.064152,0.0008807698953480241
0.01,0.4747,0.14,0.0006645800000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.75814337,0.22453200000000004,0.0024288052159767218
0.025,0.7353,110.0,2.022075,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,1.17434763,176.418,7.389970066953757
0.0268,0.2229,0.02,0.0001194744,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03823824,0.35599358999999997,0.032076,0.00043663674184551016
0.035,0.7189,28337.0,713.0014255000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,1.14815519,45446.880600000004,2605.768427056544
0.015,0.715,362600.2,3888.8871449999997,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,1.1419264999999998,581538.20076,14212.509227061932
0.01,0.8833,12796.0,113.02706800000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.41071843,20522.2248,413.07402014047307
0.005,0.0496,1349.0,0.334552,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.07921616,2163.5262000000002,1.2226694192052787
0.01,0.6655,17266.7,114.90988850000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.06287005,27692.33346,419.9550641850544
0.005,0.3443,8.0,0.013772,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.54988153,12.830400000000001,0.05033179667524061
0.01,0.9043,315.5,2.8530665,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.44425753,505.99890000000005,10.42695055031516
0.025,0.1562,0.03,0.00011715000000000002,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,0.24946702,0.048114000000000004,0.00042814188066398764
0.0268,0.2709,0.09,0.0006534107999999999,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03823824,0.43265438999999994,0.144342,0.002387985734171239
0.035,0.8694,102.0,3.103758,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,1.3885187399999999,163.5876,11.343139455790842
0.015,0.8127,0.01,0.000121905,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,1.2979631699999998,0.016038,0.0004455197265244849
0.01,0.9286,24152.0,224.275472,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.48306706,38734.977600000006,819.6476514629409
0.005,0.5173,354537.2,917.0104678,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.82617983,568606.76136,3351.34943467738
0.01,0.0018,14679.0,0.264222,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.00287478,23542.180200000003,0.9656381049321396
0.005,0.5074,1208.0,3.0646959999999996,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.8103685399999999,1937.3904000000002,11.200381639807087
0.01,0.5756,17726.9,102.0360364,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.91929076,28430.402220000004,372.905680920146
0.025,0.2061,6.0,0.030915000000000005,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,0.32916231,9.622800000000002,0.1129834079447476
0.0268,0.1018,409.8,1.1180327520000002,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03823824,0.16258478,657.23724,4.086014896160595
0.035,0.8455,0.02,0.0005918500000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,1.35034805,0.032076,0.002163002749218789
0.015,0.8868,0.12,0.0015962399999999999,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,1.41630828,0.19245600000000002,0.005833693517636224
0.01,0.7267,103.0,0.748501,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.16061257,165.19140000000002,2.735506835841873
0.005,0.1367,0.02,1.367e-05,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.21832356999999997,0.032076,4.995902269463688e-05
0.01,0.5358,25028.0,134.10002400000002,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.8557261800000001,40139.9064,490.08823279936735
0.005,0.048,373296.3,89.591112,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.0766608,598692.60594,327.42387693092576
0.01,0.0471,14915.0,7.024965000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.07522341,23920.677000000003,25.673766339724207
0.025,0.2235,1138.0,6.358575,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03567,0.35695185,1825.1244000000002,23.238346212915197
0.026600000000000002,0.1599,16968.0,72.17067311999999,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03795288000000001,0.25537628999999995,27213.278400000003,263.75832452738115
0.035,0.2236,9.0,0.07043400000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.04993800000000001,0.35711156,14.4342,0.25741139754748027
0.015,0.5179,436.8,3.3932808000000003,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.021402,0.82713809,700.53984,12.401243050217676
0.01,0.2647,0.04,0.00010588000000000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.42275237,0.064152,0.00038695401045414434
0.005,0.4418,0.12,0.00026508,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.70559878,0.19245600000000002,0.0009687737919454533
0.01,0.8926,95.0,0.84797,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,1.4255714599999998,152.36100000000002,3.099030905221012
0.005,0.4729,0.02,4.7289999999999996e-05,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.007134000000000001,0.75526859,0.032076,0.00017282825041912059
0.01,0.3743,23206.0,86.86005800000001,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.014268000000000001,0.59779453,37217.7828,317.44283898167345
0.0225,0.5504,356050.4,4409.3281536,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.032103,0.87904384,571033.63152,16114.537329466259
0.026600000000000002,0.8193,15343.0,334.37582934,2014,2014,0.032,0.035,2.0,66.0,0.03,2014,0.03795288000000001,1.30850403,24607.1034,1222.0255776543593
